0	1000
1	310
2	330
3	350
4	4	Ice
5	4	Ice	E+
6	4	Winter
7	4x4
8	4X4	O/R
9	4X4	O/R	XZL
10	4X4	XPC
11	595
12	595Evo
13	595	RS-R
14	A
15	A001
16	A520
17	A539
18	Accelera
19	Achilles
20	Activan
21	Aderenza
22	Advan
23	Advan	A048
24	Advan	A680
25	Advan	Neova	AD08
26	Advan	Neova	Ad08	R
27	Advan	Sport
28	Advan	Sport	V103
29	Advan	Sport	V105
30	Advan	Sport	V105S
31	Advan	S.T.
32	Adventuro
33	Adventuro	AT
34	Adventuro	A/T	II
35	Adventuro	M/T
36	Alaska
37	AllSeason
38	AllSeasonExpert
39	All	Terrain
40	All	Terrain	T/A	KO
41	Alpin
42	Alpin	A2
43	Alpin	A3
44	Alpin	A4
45	Altimax
46	Altimax	UHP
47	Apollo
48	Artic	Claw
49	Aspire
50	Aspire	4G
51	A/T
52	AT-
53	ATREZZO
54	ATREZZO	SH402
55	Avon
56	Azenis
57	Azenis	FK453
58	Azenis	RT-615K
59	B250
60	B330
61	B390
62	Baja	T/A
63	Barum
64	BFGoodrich
65	BlackStone
66	Blizzak
67	Blizzak	LM25
68	Blizzak	LM30
69	Blizzak	LM32
70	Blizzak	LM32S
71	BluEarth
72	BluEarth-1
73	Bravuris
74	Bravuris	2
75	Bridgestone
76	Brillantis
77	Brina
78	B-Series
79	Camac
80	Carat
81	Carat	Exelero
82	Carat	Progresso
83	Cargo
84	Cargo	UltraGrip
85	C.drive
86	C.drive	2
87	Ceat
88	Centum
89	Centum	H720
90	Champiro
91	Champiro	HPX
92	Champiro	UHP1
93	Champiro	Winterpro
94	Chengshan
95	Cinturato
96	Cinturato	P1
97	Cinturato	P1	Verde
98	Cinturato	P4
99	Cinturato	P6
100	Cinturato	P7
101	Cinturato	P7	Blue
102	Cleanproxes	E10
103	Comfort-Life
104	Comfort-life	2
105	Compact
106	Competus
107	Competus	H/L
108	Conti4x4Contact
109	Conti4X4Contact
110	Conti4x4WinterContact
111	ContiContact
112	ContiCrossContact
113	ContiCrossContact	AT
114	ContiCrossContact	LX
115	ContiCrossContact	LX	2
116	ContiCrossContact	UHP
117	ContiCrossContact	Winter
118	ContiEcoContact
119	ContiEcoContact	3
120	ContiEcoContact	5
121	ContiExtremeContact
122	ContiForceContact
123	Continental
124	ContiPremiumContact
125	ContiPremiumContact	2
126	ContiPremiumContact	5
127	ContiSportContact
128	ContiSportContact	2
129	ContiSportContact	3
130	ContiSportContact	5
131	ContiSportContact	5P
132	ContiSportContact	5	SUV
133	ContiWinterContact
134	ContiWinterContact	TS	800
135	ContiWinterContact	TS	810
136	ContiWinterContact	TS	830
137	ContiWinterContact	TS	830	P
138	ContiWinterContact	TS	850
139	Cooper
140	Cordovan
141	Cornell
142	Couragia
143	Couragia	F/X
144	CP
145	CP	672
146	Cross
147	Davos
148	Dayton
149	Debica
150	Direzza
151	Direzza	DZ03G
